Time (Sec);S4;S1;S2;S3;S5;
0.0;19160.0;19160.0;19160.0;19160.0;19160.0;
0.13634000000000002;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.23634000000000002;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.33634;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.4363399999999999;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.5363399999999999;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.6126666666666666;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.7126666666666666;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.8269999999999998;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
0.9363399999999998;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.0363399999999998;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.13634;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.2363399999999998;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.3363399999999996;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.4129999999999996;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.5129999999999995;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.6273333333333326;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.7363399999999993;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.8363399999999994;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
1.9363399999999993;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.036339999999999;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.1363399999999997;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.2133333333333334;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.313333333333334;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.4276666666666675;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.536340000000001;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.6363400000000015;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.736340000000002;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.8363400000000025;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
2.936340000000003;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.01366666666667;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.11366666666667;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.2280000000000038;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.336340000000004;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.436340000000004;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.5363400000000045;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.6363400000000046;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.736340000000005;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.8140000000000054;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
3.9140000000000055;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.0283333333333395;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.136340000000006;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.2363400000000055;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.336340000000005;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.436340000000005;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.500000000000005;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.600000000000006;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.7143333333333395;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.828666666666672;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
4.936340000000006;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.036340000000005;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.136340000000006;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.236340000000006;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.30033333333334;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.400333333333339;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.514666666666673;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.629000000000007;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.736340000000007;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
5.836340000000008;19160.0;19159.9885168;19159.9885168;19159.9885168;19160.0;
